Pressure, Temperature, X_ch4,X_CO2, ch4_uptake, co2_uptake,ch4_diff,co2_diff
9000000.07,340,0.116,0.884,4.12326,140.15492,7.51E-09,7.40E-09
9000000.07,340,0.02,0.98,0.67174,145.30858,2.73E-09,7.67E-09
9000000.07,360,0.98,0.02,78.24634,5.4723,1.51E-08,1.32E-08
9000000.07,360,0.884,0.116,64.26756,28.9424,1.39E-08,9.47E-09
9000000.07,360,0.788,0.212,52.26668,49.18426,1.37E-08,1.32E-08
9000000.07,360,0.692,0.308,41.7992,66.44718,1.31E-08,1.10E-08
9000000.07,360,0.596,0.404,32.89772,81.08134,1.39E-08,9.62E-09
9000000.07,360,0.5,0.5,25.4827,93.22192,1.02E-08,1.05E-08
9000000.07,360,0.404,0.596,18.77052,104.13876,8.10E-09,1.00E-08
9000000.07,360,0.308,0.692,13.3544,112.99696,1.11E-08,1.05E-08
9000000.07,360,0.212,0.788,8.62276,120.70588,9.24E-09,1.15E-08
9000000.07,360,0.116,0.884,4.41284,127.38308,6.90E-09,8.61E-09
9000000.07,360,0.02,0.98,0.73246,133.35328,2.30E-09,1.00E-08
9000000.07,380,0.98,0.02,70.59322,4.25688,1.74E-08,8.08E-09
9000000.07,380,0.884,0.116,59.29248,23.06042,1.62E-08,1.47E-08
9000000.07,380,0.788,0.212,49.41908,39.87734,1.40E-08,1.55E-08
9000000.07,380,0.692,0.308,40.44812,55.12646,1.46E-08,1.45E-08
9000000.07,380,0.596,0.404,32.51606,68.35572,1.28E-08,1.34E-08
9000000.07,380,0.5,0.5,25.54634,79.95384,1.22E-08,1.15E-08
9000000.07,380,0.404,0.596,19.40432,90.08154,9.73E-09,1.28E-08
9000000.07,380,0.308,0.692,13.80628,99.47632,6.93E-09,1.12E-08
9000000.07,380,0.212,0.788,8.98264,107.7316,8.51E-09,1.14E-08
9000000.07,380,0.116,0.884,4.6602,114.7648,1.55E-08,9.02E-09
9000000.07,380,0.02,0.98,0.77208,121.41652,1.66E-08,8.77E-09
9000000.07,400,0.98,0.02,63.54754,3.39116,2.41E-08,1.12E-08
9000000.07,400,0.884,0.116,54.39944,18.78108,1.76E-08,1.97E-08
9000000.07,400,0.788,0.212,46.04374,32.84976,1.65E-08,1.58E-08
9000000.07,400,0.692,0.308,38.59064,45.8614,1.86E-08,1.41E-08
9000000.07,400,0.596,0.404,31.3518,57.51008,1.59E-08,1.28E-08
9000000.07,400,0.5,0.5,25.00476,68.23332,1.68E-08,1.22E-08
9000000.07,400,0.404,0.596,19.2242,77.981,1.86E-08,1.45E-08
9000000.07,400,0.308,0.692,13.84268,87.06542,2.08E-08,1.36E-08
9000000.07,400,0.212,0.788,9.09506,95.19654,1.33E-08,1.25E-08
9000000.07,400,0.116,0.884,4.72674,102.21534,1.69E-08,1.22E-08
9000000.07,400,0.02,0.98,0.78528,109.14442,2.70E-08,1.07E-08
10500000.07,200,0.98,0.02,126.11536,53.14334,1.46E-09,2.14E-09
10500000.07,200,0.884,0.116,67.00124,121.82418,1.64E-09,2.10E-09
10500000.07,200,0.788,0.212,43.45062,149.8043,1.33E-09,1.99E-09
10500000.07,200,0.692,0.308,29.92162,166.26532,1.34E-09,1.75E-09
10500000.07,200,0.596,0.404,25.22648,172.17954,1.12E-09,1.98E-09
10500000.07,200,0.5,0.5,22.31822,174.85834,1.30E-09,2.02E-09
10500000.07,200,0.404,0.596,18.56466,178.88042,1.00E-09,1.87E-09
10500000.07,200,0.308,0.692,15.64168,183.43766,1.34E-09,1.81E-09
10500000.07,200,0.212,0.788,11.85504,186.45872,9.32E-10,1.97E-09
10500000.07,200,0.116,0.884,7.0498,192.16796,6.80E-10,1.99E-09
10500000.07,200,0.02,0.98,1.58252,198.19952,1.27E-09,1.99E-09
10500000.07,220,0.98,0.02,125.06202,44.8699,2.49E-09,2.70E-09
10500000.07,220,0.884,0.116,64.0526,117.0979,2.04E-09,3.83E-09
10500000.07,220,0.788,0.212,44.0291,142.17686,1.78E-09,2.75E-09
10500000.07,220,0.692,0.308,35.8901,151.75304,1.86E-09,2.61E-09
10500000.07,220,0.596,0.404,30.46146,158.12682,1.33E-09,2.97E-09
10500000.07,220,0.5,0.5,24.2525,166.72182,1.40E-09,2.80E-09
10500000.07,220,0.404,0.596,20.08974,172.20156,1.35E-09,2.29E-09
10500000.07,220,0.308,0.692,16.00746,175.91192,1.65E-09,2.69E-09
10500000.07,220,0.212,0.788,11.84496,181.46396,1.60E-09,2.33E-09
10500000.07,220,0.116,0.884,7.0986,186.98562,1.26E-09,2.43E-09
10500000.07,220,0.02,0.98,1.48852,193.12836,1.02E-09,2.37E-09
10500000.07,240,0.98,0.02,123.83616,35.50668,3.69E-09,3.79E-09
10500000.07,240,0.884,0.116,65.85312,107.0737,3.03E-09,3.18E-09
10500000.07,240,0.788,0.212,44.6725,134.13962,2.60E-09,2.76E-09
10500000.07,240,0.692,0.308,33.80874,147.39954,2.10E-09,3.26E-09
10500000.07,240,0.596,0.404,29.97314,151.77628,2.61E-09,2.87E-09
10500000.07,240,0.5,0.5,24.92354,158.47736,2.19E-09,3.32E-09
10500000.07,240,0.404,0.596,20.8783,163.20088,3.05E-09,3.92E-09
10500000.07,240,0.308,0.692,16.78026,168.90738,2.45E-09,2.95E-09
10500000.07,240,0.212,0.788,12.32274,173.37454,1.07E-09,2.67E-09
10500000.07,240,0.116,0.884,7.15546,180.087,2.42E-09,3.07E-09
10500000.07,240,0.02,0.98,1.3073,187.28592,2.11E-09,2.62E-09
10500000.07,260,0.98,0.02,120.155,26.262,5.92E-09,7.02E-09
10500000.07,260,0.884,0.116,69.00656,93.55654,3.40E-09,5.05E-09
10500000.07,260,0.788,0.212,45.81278,123.51736,3.60E-09,4.30E-09
10500000.07,260,0.692,0.308,33.92588,139.3871,2.19E-09,3.39E-09
10500000.07,260,0.596,0.404,27.33262,147.81378,3.92E-09,3.64E-09
10500000.07,260,0.5,0.5,24.0644,152.18512,2.87E-09,3.60E-09
10500000.07,260,0.404,0.596,20.1212,157.03556,2.74E-09,3.47E-09
10500000.07,260,0.308,0.692,16.01452,162.20904,2.47E-09,3.58E-09
10500000.07,260,0.212,0.788,11.79018,167.80072,3.04E-09,3.27E-09
10500000.07,260,0.116,0.884,6.6037,174.01362,6.94E-10,3.70E-09
10500000.07,260,0.02,0.98,1.19288,180.35846,2.78E-08,3.51E-09
10500000.07,280,0.98,0.02,114.65994,18.54272,6.54E-09,5.74E-09
10500000.07,280,0.884,0.116,72.97582,76.86346,5.60E-09,5.82E-09
10500000.07,280,0.788,0.212,49.58404,107.93882,4.88E-09,5.39E-09
10500000.07,280,0.692,0.308,35.60612,127.55842,4.62E-09,4.90E-09
10500000.07,280,0.596,0.404,26.92106,139.605,2.63E-09,5.74E-09
10500000.07,280,0.5,0.5,21.46854,146.80174,4.77E-09,4.71E-09
10500000.07,280,0.404,0.596,17.29016,152.21648,3.81E-09,4.76E-09
10500000.07,280,0.308,0.692,14.48422,156.48186,2.98E-09,4.46E-09
10500000.07,280,0.212,0.788,10.81468,161.01644,3.64E-09,5.02E-09
10500000.07,280,0.116,0.884,6.52186,166.53048,3.64E-09,4.07E-09
10500000.07,280,0.02,0.98,1.15436,172.79062,5.00E-09,4.42E-09
10500000.07,300,0.98,0.02,106.96066,13.42102,9.36E-09,9.36E-09
10500000.07,300,0.884,0.116,74.78406,61.16526,7.58E-09,6.01E-09
10500000.07,300,0.788,0.212,53.3793,91.81028,7.17E-09,5.93E-09
10500000.07,300,0.692,0.308,39.46492,111.87236,6.52E-09,5.22E-09
10500000.07,300,0.596,0.404,29.28708,125.89854,4.70E-09,5.16E-09
10500000.07,300,0.5,0.5,22.15164,136.57724,6.61E-09,6.50E-09
10500000.07,300,0.404,0.596,16.26934,145.08394,6.51E-09,5.56E-09
10500000.07,300,0.308,0.692,12.1998,150.60388,7.89E-09,5.23E-09
10500000.07,300,0.212,0.788,8.94688,155.05266,2.96E-09,5.00E-09
10500000.07,300,0.116,0.884,5.25652,160.22442,2.72E-09,5.11E-09
10500000.07,300,0.02,0.98,1.05044,165.4243,2.23E-09,4.88E-09
10500000.07,320,0.98,0.02,99.03852,9.95282,1.34E-08,1.20E-08
10500000.07,320,0.884,0.116,74.303,48.16644,1.08E-08,8.68E-09
10500000.07,320,0.788,0.212,55.79226,76.09792,8.36E-09,7.51E-09
10500000.07,320,0.692,0.308,42.35642,96.11296,7.01E-09,8.66E-09
10500000.07,320,0.596,0.404,31.71282,111.71784,8.12E-09,6.88E-09
10500000.07,320,0.5,0.5,23.75152,123.41332,5.83E-09,6.72E-09
10500000.07,320,0.404,0.596,17.56974,132.43914,5.79E-09,7.26E-09
10500000.07,320,0.308,0.692,12.39108,140.09222,5.11E-09,6.37E-09
10500000.07,320,0.212,0.788,8.06246,146.4444,6.60E-09,6.43E-09
10500000.07,320,0.116,0.884,4.39206,152.46194,1.10E-09,7.13E-09
10500000.07,320,0.02,0.98,0.79174,157.1708,2.87E-09,5.75E-09
10500000.07,340,0.98,0.02,90.47646,7.46738,1.17E-08,1.41E-08
10500000.07,340,0.884,0.116,71.1963,38.31038,1.05E-08,1.11E-08
10500000.07,340,0.788,0.212,55.99022,62.14232,9.21E-09,1.10E-08
10500000.07,340,0.692,0.308,43.47058,81.7785,9.53E-09,1.19E-08
10500000.07,340,0.596,0.404,33.7264,96.60382,8.82E-09,9.77E-09
10500000.07,340,0.5,0.5,25.55252,109.33964,8.98E-09,7.08E-09
10500000.07,340,0.404,0.596,18.70996,119.77016,8.06E-09,7.17E-09
10500000.07,340,0.308,0.692,13.38474,127.54932,6.51E-09,8.43E-09
10500000.07,340,0.212,0.788,8.5077,135.45058,6.55E-09,8.61E-09
10500000.07,340,0.116,0.884,4.43758,141.71098,5.84E-09,8.34E-09
10500000.07,340,0.02,0.98,0.73324,147.22994,2.45E-09,6.66E-09
10500000.07,360,0.98,0.02,82.51362,5.73908,1.34E-08,6.41E-09
10500000.07,360,0.884,0.116,67.50614,30.2484,1.40E-08,1.15E-08
10500000.07,360,0.788,0.212,54.61196,51.03646,1.34E-08,1.35E-08
10500000.07,360,0.692,0.308,43.66878,68.5518,1.00E-08,1.04E-08
10500000.07,360,0.596,0.404,34.36124,83.42254,1.36E-08,9.23E-09
10500000.07,360,0.5,0.5,26.584,95.59196,9.33E-09,8.30E-09
10500000.07,360,0.404,0.596,19.77622,106.3184,9.56E-09,9.47E-09
10500000.07,360,0.308,0.692,14.09606,115.1558,6.77E-09,9.00E-09
10500000.07,360,0.212,0.788,9.05212,123.25556,6.48E-09,9.31E-09
10500000.07,360,0.116,0.884,4.66972,130.10148,6.92E-09,8.60E-09
10500000.07,360,0.02,0.98,0.76978,136.19146,4.59E-09,8.54E-09
10500000.07,380,0.98,0.02,75.1538,4.52654,1.59E-08,1.36E-08
10500000.07,380,0.884,0.116,63.00788,24.5838,1.42E-08,1.50E-08
10500000.07,380,0.788,0.212,52.24858,42.05654,1.62E-08,9.87E-09
10500000.07,380,0.692,0.308,42.49934,57.71108,1.27E-08,1.09E-08
10500000.07,380,0.596,0.404,34.1311,71.25194,1.49E-08,1.15E-08
10500000.07,380,0.5,0.5,26.7228,83.05348,1.29E-08,9.95E-09
10500000.07,380,0.404,0.596,20.2668,93.56558,7.37E-09,1.08E-08
10500000.07,380,0.308,0.692,14.48818,102.81728,4.60E-09,1.33E-08
10500000.07,380,0.212,0.788,9.41986,110.99512,1.20E-08,1.07E-08
10500000.07,380,0.116,0.884,4.8618,118.4863,1.50E-08,9.17E-09
10500000.07,380,0.02,0.98,0.7966,124.81516,8.49E-09,1.10E-08
10500000.07,400,0.98,0.02,68.09768,3.60794,2.01E-08,1.68E-08
10500000.07,400,0.884,0.116,58.3947,19.87936,1.41E-08,2.18E-08
10500000.07,400,0.788,0.212,49.1381,34.8944,1.89E-08,1.77E-08
10500000.07,400,0.692,0.308,40.71602,48.4826,1.80E-08,1.36E-08
10500000.07,400,0.596,0.404,33.06056,60.92086,1.65E-08,1.48E-08
10500000.07,400,0.5,0.5,26.25182,71.7882,2.03E-08,1.72E-08
10500000.07,400,0.404,0.596,20.2754,81.4876,1.53E-08,1.32E-08
10500000.07,400,0.308,0.692,14.61214,90.86394,1.15E-08,1.18E-08
10500000.07,400,0.212,0.788,9.51476,99.13216,1.58E-08,1.38E-08
10500000.07,400,0.116,0.884,4.99168,106.54414,1.28E-08,1.02E-08
10500000.07,400,0.02,0.98,0.81406,113.11596,1.04E-08,1.22E-08
12000000.06,200,0.98,0.02,128.28378,51.07824,1.53E-09,1.87E-09
12000000.06,200,0.884,0.116,65.94566,123.51086,1.55E-09,2.08E-09
12000000.06,200,0.788,0.212,42.78386,150.54094,1.62E-09,1.78E-09
12000000.06,200,0.692,0.308,32.97004,161.78048,1.14E-09,2.00E-09
12000000.06,200,0.596,0.404,27.11418,170.90178,1.26E-09,1.92E-09
12000000.06,200,0.5,0.5,21.94232,175.6727,1.32E-09,1.73E-09
12000000.06,200,0.404,0.596,18.36928,180.93306,1.31E-09,2.01E-09
12000000.06,200,0.308,0.692,15.59482,182.97032,1.34E-09,1.81E-09
12000000.06,200,0.212,0.788,12.52498,186.99362,1.07E-09,1.92E-09
12000000.06,200,0.116,0.884,7.21964,192.34528,3.41E-10,1.96E-09
12000000.06,200,0.02,0.98,1.52316,200.15492,1.45E-09,1.61E-09
12000000.06,220,0.98,0.02,128.27836,42.02556,2.64E-09,3.05E-09
12000000.06,220,0.884,0.116,69.27116,111.71526,2.24E-09,2.19E-09
12000000.06,220,0.788,0.212,46.4397,139.51344,1.81E-09,2.41E-09
12000000.06,220,0.692,0.308,35.07732,153.20006,1.23E-09,2.86E-09
12000000.06,220,0.596,0.404,29.79152,159.34604,1.91E-09,2.60E-09
12000000.06,220,0.5,0.5,25.00776,165.38942,1.87E-09,2.62E-09
12000000.06,220,0.404,0.596,20.16598,172.55234,1.32E-09,2.36E-09
12000000.06,220,0.308,0.692,16.36094,175.85276,1.65E-09,2.69E-09
12000000.06,220,0.212,0.788,12.25994,181.1863,1.79E-09,2.11E-09
12000000.06,220,0.116,0.884,7.66298,186.3108,1.36E-09,2.41E-09
12000000.06,220,0.02,0.98,1.4261,193.48126,4.12E-09,2.55E-09
12000000.06,240,0.98,0.02,126.00874,33.65688,3.63E-09,3.31E-09
12000000.06,240,0.884,0.116,70.16414,102.81762,2.92E-09,3.73E-09
12000000.06,240,0.788,0.212,47.43236,130.87036,2.74E-09,3.30E-09
12000000.06,240,0.692,0.308,37.30228,143.35732,1.54E-09,3.39E-09
12000000.06,240,0.596,0.404,31.32978,151.27066,3.37E-09,3.52E-09
12000000.06,240,0.5,0.5,25.64788,157.80994,1.25E-09,3.75E-09
12000000.06,240,0.404,0.596,21.38178,163.122,3.05E-09,3.92E-09
12000000.06,240,0.308,0.692,16.56504,169.17392,1.09E-09,2.45E-09
12000000.06,240,0.212,0.788,11.9911,173.84422,1.50E-09,3.00E-09
12000000.06,240,0.116,0.884,7.24152,180.66612,1.98E-09,3.11E-09
12000000.06,240,0.02,0.98,1.32764,187.23412,2.15E-09,2.63E-09
12000000.06,260,0.98,0.02,122.59564,24.93854,5.76E-09,4.19E-09
12000000.06,260,0.884,0.116,72.81568,90.1039,4.35E-09,4.11E-09
12000000.06,260,0.788,0.212,49.36504,120.02406,3.78E-09,3.81E-09
12000000.06,260,0.692,0.308,36.80334,136.18772,3.70E-09,3.98E-09
12000000.06,260,0.596,0.404,30.25506,144.72098,3.94E-09,3.76E-09
12000000.06,260,0.5,0.5,25.3635,150.97854,2.89E-09,3.31E-09
12000000.06,260,0.404,0.596,20.35448,157.78918,3.99E-09,3.37E-09
12000000.06,260,0.308,0.692,16.65968,161.66198,3.42E-09,3.64E-09
12000000.06,260,0.212,0.788,11.75558,168.11376,3.25E-09,3.31E-09
12000000.06,260,0.116,0.884,6.8598,174.83542,2.42E-09,3.75E-09
12000000.06,260,0.02,0.98,1.24588,180.27496,2.32E-09,3.88E-09
12000000.06,280,0.98,0.02,117.02542,18.45008,6.94E-09,7.21E-09
12000000.06,280,0.884,0.116,75.73156,75.0889,5.48E-09,7.26E-09
12000000.06,280,0.788,0.212,52.46002,106.34302,3.97E-09,5.61E-09
12000000.06,280,0.692,0.308,38.70446,124.73938,4.13E-09,4.62E-09
12000000.06,280,0.596,0.404,29.63666,136.45852,4.01E-09,4.94E-09
12000000.06,280,0.5,0.5,23.51456,145.10558,3.57E-09,5.54E-09
12000000.06,280,0.404,0.596,19.0627,150.9028,4.80E-09,4.50E-09
12000000.06,280,0.308,0.692,15.62174,155.5274,2.95E-09,4.35E-09
12000000.06,280,0.212,0.788,11.2387,161.18042,3.64E-09,5.02E-09
12000000.06,280,0.116,0.884,6.6584,166.6176,3.64E-09,4.07E-09
12000000.06,280,0.02,0.98,1.22168,173.58132,5.22E-10,3.88E-09
12000000.06,300,0.98,0.02,110.2633,13.41846,7.91E-09,5.56E-09
12000000.06,300,0.884,0.116,77.28392,60.66592,8.02E-09,6.85E-09
12000000.06,300,0.788,0.212,55.8643,91.02254,7.01E-09,6.45E-09
12000000.06,300,0.692,0.308,41.77786,110.38096,3.25E-09,6.72E-09
12000000.06,300,0.596,0.404,30.96002,125.53776,5.36E-09,5.35E-09
12000000.06,300,0.5,0.5,23.6748,135.52174,3.86E-09,5.43E-09
12000000.06,300,0.404,0.596,17.98352,143.40158,2.82E-09,6.20E-09
12000000.06,300,0.308,0.692,13.57132,149.58338,3.24E-09,5.14E-09
12000000.06,300,0.212,0.788,9.85534,154.86422,7.26E-09,4.89E-09
12000000.06,300,0.116,0.884,5.8443,159.95496,3.49E-09,4.55E-09
12000000.06,300,0.02,0.98,1.07994,165.9225,4.03E-09,4.67E-09
12000000.06,320,0.98,0.02,102.08486,10.0829,1.06E-08,9.71E-09
12000000.06,320,0.884,0.116,76.57402,48.75768,9.73E-09,7.66E-09
12000000.06,320,0.788,0.212,57.5341,76.62786,7.47E-09,8.13E-09
12000000.06,320,0.692,0.308,43.64578,97.0078,6.80E-09,7.98E-09
12000000.06,320,0.596,0.404,33.4026,111.74938,4.76E-09,6.71E-09
12000000.06,320,0.5,0.5,24.97156,123.83224,5.64E-09,6.97E-09
12000000.06,320,0.404,0.596,18.43142,133.14734,7.74E-09,6.94E-09
12000000.06,320,0.308,0.692,13.35488,140.55926,7.33E-09,6.11E-09
12000000.06,320,0.212,0.788,8.96902,146.5552,6.08E-09,5.41E-09
12000000.06,320,0.116,0.884,4.86142,152.58504,3.83E-09,5.78E-09
12000000.06,320,0.02,0.98,0.90786,157.39416,7.43E-09,5.81E-09
12000000.06,340,0.98,0.02,94.05688,7.65062,1.33E-08,1.32E-08
12000000.06,340,0.884,0.116,73.81488,38.84868,9.57E-09,9.77E-09
12000000.06,340,0.788,0.212,57.88904,63.52918,9.47E-09,6.85E-09
12000000.06,340,0.692,0.308,45.23244,82.60314,8.40E-09,7.59E-09
12000000.06,340,0.596,0.404,34.82258,98.17464,8.13E-09,9.02E-09
12000000.06,340,0.5,0.5,26.57578,110.6314,9.24E-09,7.35E-09
12000000.06,340,0.404,0.596,19.81414,120.33538,7.62E-09,7.57E-09
12000000.06,340,0.308,0.692,13.92568,129.3736,4.95E-09,6.02E-09
12000000.06,340,0.212,0.788,9.06022,136.43684,7.05E-09,7.41E-09
12000000.06,340,0.116,0.884,4.71694,142.7681,6.51E-09,6.02E-09
12000000.06,340,0.02,0.98,0.81254,148.45818,1.34E-09,7.42E-09
12000000.06,360,0.98,0.02,86.43366,5.9559,1.22E-08,4.55E-09
12000000.06,360,0.884,0.116,70.16684,31.44234,1.12E-08,1.15E-08
12000000.06,360,0.788,0.212,56.73542,52.68236,1.15E-08,1.06E-08
12000000.06,360,0.692,0.308,45.33602,70.10418,9.36E-09,9.69E-09
12000000.06,360,0.596,0.404,35.81016,84.71324,9.31E-09,1.15E-08
12000000.06,360,0.5,0.5,27.50774,97.5696,6.39E-09,1.02E-08
12000000.06,360,0.404,0.596,20.56522,108.34346,9.24E-09,9.76E-09
12000000.06,360,0.308,0.692,14.61166,117.17318,6.69E-09,9.93E-09
12000000.06,360,0.212,0.788,9.50116,125.04048,8.28E-09,8.60E-09
12000000.06,360,0.116,0.884,4.91712,132.2196,7.12E-09,9.06E-09
12000000.06,360,0.02,0.98,0.81672,138.29266,9.40E-10,6.85E-09
12000000.06,380,0.98,0.02,79.18106,4.75148,1.79E-08,2.22E-08
12000000.06,380,0.884,0.116,66.1632,25.53972,1.61E-08,1.37E-08
12000000.06,380,0.788,0.212,54.71962,43.56538,1.41E-08,1.33E-08
12000000.06,380,0.692,0.308,44.56164,59.41128,1.28E-08,1.29E-08
12000000.06,380,0.596,0.404,35.61438,73.20994,1.45E-08,1.07E-08
12000000.06,380,0.5,0.5,27.75622,85.53024,1.25E-08,1.30E-08
12000000.06,380,0.404,0.596,20.96374,96.16734,1.43E-08,9.53E-09
12000000.06,380,0.308,0.692,15.17128,105.32866,1.04E-08,9.20E-09
12000000.06,380,0.212,0.788,9.84426,113.4787,1.58E-08,8.92E-09
12000000.06,380,0.116,0.884,5.07116,121.07242,1.21E-08,1.01E-08
12000000.06,380,0.02,0.98,0.83066,127.19382,3.02E-08,9.71E-09
12000000.06,400,0.98,0.02,72.13792,3.84144,2.00E-08,5.90E-09
12000000.06,400,0.884,0.116,61.40206,21.0171,2.01E-08,1.67E-08
12000000.06,400,0.788,0.212,51.45702,36.61066,1.74E-08,1.31E-08
12000000.06,400,0.692,0.308,42.82088,50.3816,1.76E-08,1.31E-08
12000000.06,400,0.596,0.404,34.6683,63.38918,1.28E-08,1.48E-08
12000000.06,400,0.5,0.5,27.5442,74.4912,1.67E-08,1.21E-08
12000000.06,400,0.404,0.596,21.16958,84.52984,1.11E-08,1.34E-08
12000000.06,400,0.308,0.692,15.18672,93.96356,1.10E-08,1.07E-08
12000000.06,400,0.212,0.788,9.97686,102.029,5.73E-09,1.08E-08
12000000.06,400,0.116,0.884,5.21458,109.78678,6.95E-09,1.10E-08
12000000.06,400,0.02,0.98,0.86072,116.52438,3.54E-09,1.36E-08
13500000.06,200,0.98,0.02,129.50882,50.05208,1.61E-09,2.19E-09
13500000.06,200,0.884,0.116,68.84638,120.20334,1.81E-09,2.04E-09
13500000.06,200,0.788,0.212,43.62714,149.38738,1.37E-09,1.86E-09
13500000.06,200,0.692,0.308,29.88626,167.3146,8.61E-10,1.91E-09
13500000.06,200,0.596,0.404,26.99812,169.58926,1.31E-09,1.84E-09
13500000.06,200,0.5,0.5,23.14728,174.61508,1.11E-09,1.93E-09
13500000.06,200,0.404,0.596,19.88972,178.39982,2.20E-09,1.83E-09
13500000.06,200,0.308,0.692,16.17068,182.86054,1.14E-09,2.06E-09
13500000.06,200,0.212,0.788,12.49158,187.67498,8.06E-10,1.81E-09
13500000.06,200,0.116,0.884,7.97136,192.99076,1.13E-09,1.67E-09
13500000.06,200,0.02,0.98,2.04298,199.12506,1.18E-09,1.75E-09
13500000.06,220,0.98,0.02,130.96776,39.45638,2.24E-09,2.93E-09
13500000.06,220,0.884,0.116,72.93226,108.80378,2.55E-09,2.52E-09
13500000.06,220,0.788,0.212,48.80924,135.78344,2.14E-09,2.44E-09
13500000.06,220,0.692,0.308,37.58936,150.997,2.12E-09,2.39E-09
13500000.06,220,0.596,0.404,29.59906,160.6449,1.63E-09,2.49E-09
13500000.06,220,0.5,0.5,25.36092,164.59628,2.12E-09,2.73E-09
13500000.06,220,0.404,0.596,20.5819,171.68998,6.13E-10,2.14E-09
13500000.06,220,0.308,0.692,15.97,177.07846,8.08E-10,2.26E-09
13500000.06,220,0.212,0.788,12.75472,181.35572,1.47E-09,2.55E-09
13500000.06,220,0.116,0.884,7.48332,186.9027,1.65E-09,2.48E-09
13500000.06,220,0.02,0.98,1.46298,192.3741,1.65E-09,2.41E-09
13500000.06,240,0.98,0.02,129.07326,31.32612,3.45E-09,3.91E-09
13500000.06,240,0.884,0.116,73.1566,99.7445,2.32E-09,3.19E-09
13500000.06,240,0.788,0.212,51.6281,126.52986,2.57E-09,2.96E-09
13500000.06,240,0.692,0.308,39.68182,141.27838,2.68E-09,2.53E-09
13500000.06,240,0.596,0.404,31.9438,150.57928,1.89E-09,3.28E-09
13500000.06,240,0.5,0.5,26.30054,157.91464,3.27E-09,3.17E-09
13500000.06,240,0.404,0.596,21.85154,162.6589,2.57E-09,2.86E-09
13500000.06,240,0.308,0.692,17.08396,168.7366,2.29E-09,3.49E-09
13500000.06,240,0.212,0.788,12.16488,174.58196,2.11E-09,3.25E-09
13500000.06,240,0.116,0.884,7.3579,180.0339,1.74E-09,3.10E-09
13500000.06,240,0.02,0.98,1.43468,186.87432,3.33E-09,2.72E-09
13500000.06,260,0.98,0.02,125.2685,23.8866,5.48E-09,4.31E-09
13500000.06,260,0.884,0.116,75.88492,87.68752,5.30E-09,4.52E-09
13500000.06,260,0.788,0.212,53.07004,116.36344,4.14E-09,4.10E-09
13500000.06,260,0.692,0.308,39.9889,132.4717,3.44E-09,4.15E-09
13500000.06,260,0.596,0.404,31.96622,142.8859,2.63E-09,4.05E-09
13500000.06,260,0.5,0.5,26.51754,150.12696,3.25E-09,3.75E-09
13500000.06,260,0.404,0.596,21.74094,156.45216,2.85E-09,3.39E-09
13500000.06,260,0.308,0.692,16.48312,162.1485,2.89E-09,4.02E-09
13500000.06,260,0.212,0.788,11.94608,167.9812,2.48E-09,3.39E-09
13500000.06,260,0.116,0.884,7.02804,173.4678,2.34E-09,4.04E-09
13500000.06,260,0.02,0.98,1.31436,180.4445,4.87E-10,3.92E-09
13500000.06,280,0.98,0.02,119.49128,17.72762,7.04E-09,6.20E-09
13500000.06,280,0.884,0.116,78.16442,73.91718,5.44E-09,4.99E-09
13500000.06,280,0.788,0.212,55.53128,103.6257,4.46E-09,5.21E-09
13500000.06,280,0.692,0.308,41.15194,122.4831,4.66E-09,4.45E-09
13500000.06,280,0.596,0.404,31.71462,135.01548,5.24E-09,4.36E-09
13500000.06,280,0.5,0.5,25.15012,143.55664,3.83E-09,4.31E-09
13500000.06,280,0.404,0.596,20.58818,149.46742,3.99E-09,5.06E-09
13500000.06,280,0.308,0.692,16.01376,155.67122,2.69E-09,4.67E-09
13500000.06,280,0.212,0.788,11.6842,161.116,2.55E-09,4.73E-09
13500000.06,280,0.116,0.884,6.621,166.87602,5.49E-09,4.77E-09
13500000.06,280,0.02,0.98,1.22846,173.83344,3.92E-10,4.67E-09
13500000.06,300,0.98,0.02,112.42368,13.36042,9.32E-09,9.12E-09
13500000.06,300,0.884,0.116,79.2925,60.59364,7.28E-09,7.87E-09
13500000.06,300,0.788,0.212,57.63838,90.43184,6.51E-09,6.62E-09
13500000.06,300,0.692,0.308,43.30036,109.9791,5.53E-09,5.80E-09
13500000.06,300,0.596,0.404,33.02542,123.93886,5.65E-09,5.09E-09
13500000.06,300,0.5,0.5,25.10524,134.8476,6.18E-09,5.30E-09
13500000.06,300,0.404,0.596,19.55974,142.28906,4.47E-09,4.96E-09
13500000.06,300,0.308,0.692,14.81918,148.79256,4.24E-09,4.92E-09
13500000.06,300,0.212,0.788,10.82668,153.89928,2.80E-09,4.47E-09
13500000.06,300,0.116,0.884,6.07644,159.82536,3.24E-09,4.29E-09
13500000.06,300,0.02,0.98,1.12228,166.54034,3.93E-09,4.30E-09
13500000.06,320,0.98,0.02,105.15058,10.08018,1.17E-08,8.67E-09
13500000.06,320,0.884,0.116,78.85834,48.7645,8.12E-09,8.68E-09
13500000.06,320,0.788,0.212,59.41714,76.54052,1.03E-08,8.48E-09
13500000.06,320,0.692,0.308,45.5827,96.25354,5.57E-09,6.71E-09
13500000.06,320,0.596,0.404,34.99296,111.3109,6.94E-09,7.34E-09
13500000.06,320,0.5,0.5,26.28062,123.47262,6.08E-09,6.94E-09
