Pressure, Temperature, X_ch4,X_CO2, ch4_uptake, co2_uptake,ch4_diff,co2_diff
4500000.085,380,0.884,0.116,43.14306,16.5045,1.89E-08,1.92E-08
4500000.085,380,0.788,0.212,36.5578,29.10916,2.22E-08,1.43E-08
4500000.085,380,0.692,0.308,30.66932,41.0913,1.94E-08,1.52E-08
4500000.085,380,0.596,0.404,25.11958,52.08262,1.84E-08,1.25E-08
4500000.085,380,0.5,0.5,20.0345,62.14914,1.51E-08,1.32E-08
4500000.085,380,0.404,0.596,15.409,71.68166,1.88E-08,1.47E-08
4500000.085,380,0.308,0.692,11.10778,80.2533,2.09E-08,1.28E-08
4500000.085,380,0.212,0.788,7.33722,87.79496,1.98E-08,1.31E-08
4500000.085,380,0.116,0.884,3.82748,94.9331,1.38E-08,1.25E-08
4500000.085,380,0.02,0.98,0.6269,101.49368,9.40E-09,1.10E-08
4500000.085,400,0.98,0.02,43.51962,2.26598,2.08E-08,2.36E-08
4500000.085,400,0.884,0.116,38.03286,12.8231,2.49E-08,2.07E-08
4500000.085,400,0.788,0.212,32.6257,22.79246,1.81E-08,1.64E-08
4500000.085,400,0.692,0.308,27.75098,32.54916,2.19E-08,2.24E-08
4500000.085,400,0.596,0.404,23.23488,41.82038,1.77E-08,1.54E-08
4500000.085,400,0.5,0.5,18.67618,50.31264,2.65E-08,1.29E-08
4500000.085,400,0.404,0.596,14.65644,58.40594,1.38E-08,1.64E-08
4500000.085,400,0.308,0.692,10.70762,66.08162,3.29E-08,1.52E-08
4500000.085,400,0.212,0.788,7.16758,73.00684,2.20E-09,1.53E-08
4500000.085,400,0.116,0.884,3.76606,79.98086,1.69E-08,1.31E-08
4500000.085,400,0.02,0.98,0.62566,86.3504,5.27E-09,1.33E-08
6000000.08,200,0.98,0.02,109.5601,70.7384,1.79E-09,2.22E-09
6000000.08,200,0.884,0.116,54.11402,135.3365,1.54E-09,2.32E-09
6000000.08,200,0.788,0.212,37.15334,155.86064,1.22E-09,2.32E-09
6000000.08,200,0.692,0.308,28.81646,166.6985,7.61E-10,1.67E-09
6000000.08,200,0.596,0.404,24.63632,172.51664,9.84E-10,1.83E-09
6000000.08,200,0.5,0.5,20.68092,176.0426,6.74E-10,1.72E-09
6000000.08,200,0.404,0.596,16.91028,182.40218,1.41E-09,1.78E-09
6000000.08,200,0.308,0.692,15.3139,183.28696,1.07E-09,1.96E-09
6000000.08,200,0.212,0.788,11.79012,188.47178,1.03E-09,1.72E-09
6000000.08,200,0.116,0.884,7.56232,191.82308,1.49E-09,1.93E-09
6000000.08,200,0.02,0.98,1.7315,198.93938,3.75E-09,2.02E-09
6000000.08,220,0.98,0.02,106.02406,64.47082,2.37E-09,2.65E-09
6000000.08,220,0.884,0.116,37.80364,148.39882,1.79E-09,2.77E-09
6000000.08,220,0.788,0.212,30.54492,157.95442,1.40E-09,2.09E-09
6000000.08,220,0.692,0.308,30.07772,157.8448,2.17E-09,2.22E-09
6000000.08,220,0.596,0.404,26.42156,163.27996,1.61E-09,2.39E-09
6000000.08,220,0.5,0.5,21.97346,169.12952,1.74E-09,2.46E-09
6000000.08,220,0.404,0.596,19.59848,171.2601,1.31E-09,2.47E-09
6000000.08,220,0.308,0.692,16.12376,175.95768,1.65E-09,2.69E-09
6000000.08,220,0.212,0.788,11.73016,179.55164,1.77E-09,2.36E-09
6000000.08,220,0.116,0.884,6.9081,186.92106,1.26E-09,2.43E-09
6000000.08,220,0.02,0.98,1.54022,190.83654,1.42E-09,2.38E-09
6000000.08,240,0.98,0.02,110.65464,44.66888,4.35E-09,3.77E-09
6000000.08,240,0.884,0.116,48.37844,126.09622,2.48E-09,2.98E-09
6000000.08,240,0.788,0.212,27.43312,153.87238,2.28E-09,3.40E-09
6000000.08,240,0.692,0.308,18.94054,165.23912,2.57E-09,3.25E-09
6000000.08,240,0.596,0.404,18.74696,165.51586,1.69E-09,3.28E-09
6000000.08,240,0.5,0.5,21.46814,161.69222,3.58E-09,2.88E-09
6000000.08,240,0.404,0.596,18.57786,165.40616,2.57E-09,3.25E-09
6000000.08,240,0.308,0.692,15.29258,169.89772,1.82E-09,2.84E-09
6000000.08,240,0.212,0.788,11.81846,173.28104,1.07E-09,2.67E-09
6000000.08,240,0.116,0.884,6.8873,180.0206,1.74E-09,3.10E-09
6000000.08,240,0.02,0.98,1.29862,185.70202,2.68E-09,2.96E-09
6000000.08,260,0.98,0.02,109.2532,28.9183,5.49E-09,5.31E-09
6000000.08,260,0.884,0.116,57.41662,101.80932,5.13E-09,5.40E-09
6000000.08,260,0.788,0.212,35.04198,133.23694,3.54E-09,4.94E-09
6000000.08,260,0.692,0.308,23.118,149.89474,2.53E-09,3.96E-09
6000000.08,260,0.596,0.404,16.67596,159.64942,4.21E-09,3.80E-09
6000000.08,260,0.5,0.5,12.35384,165.35832,3.16E-09,3.94E-09
6000000.08,260,0.404,0.596,9.7815,169.54804,1.23E-09,3.98E-09
6000000.08,260,0.308,0.692,14.26304,163.53102,2.74E-09,3.69E-09
6000000.08,260,0.212,0.788,10.94912,167.46336,2.30E-09,3.73E-09
6000000.08,260,0.116,0.884,6.53446,173.4661,2.92E-09,4.09E-09
6000000.08,260,0.02,0.98,1.21688,179.08404,3.57E-09,3.88E-09
6000000.08,280,0.98,0.02,103.0295,18.6614,1.15E-08,7.41E-09
6000000.08,280,0.884,0.116,64.42744,78.7186,4.63E-09,6.55E-09
6000000.08,280,0.788,0.212,42.21122,111.4601,5.12E-09,4.91E-09
6000000.08,280,0.692,0.308,29.12754,130.47328,5.42E-09,4.99E-09
6000000.08,280,0.596,0.404,20.8468,142.85754,4.80E-09,4.92E-09
6000000.08,280,0.5,0.5,14.58954,152.20744,3.53E-09,4.56E-09
6000000.08,280,0.404,0.596,10.77452,158.18904,4.81E-09,4.60E-09
6000000.08,280,0.308,0.692,7.3103,163.3709,3.52E-09,4.58E-09
6000000.08,280,0.212,0.788,4.85908,167.3934,3.31E-09,4.47E-09
6000000.08,280,0.116,0.884,5.49954,166.23,5.38E-09,4.40E-09
6000000.08,280,0.02,0.98,1.0981,172.1658,7.75E-09,4.97E-09
6000000.08,300,0.98,0.02,93.89342,12.56678,1.17E-08,1.18E-08
6000000.08,300,0.884,0.116,66.21128,58.99114,7.25E-09,8.70E-09
6000000.08,300,0.788,0.212,47.2611,89.53412,7.72E-09,7.80E-09
6000000.08,300,0.692,0.308,34.05588,110.48764,7.03E-09,6.91E-09
6000000.08,300,0.596,0.404,24.66384,125.05186,5.52E-09,5.27E-09
6000000.08,300,0.5,0.5,17.52792,136.6815,5.84E-09,5.12E-09
6000000.08,300,0.404,0.596,12.76132,143.93504,5.72E-09,5.36E-09
6000000.08,300,0.308,0.692,8.77388,150.2631,3.12E-09,5.02E-09
6000000.08,300,0.212,0.788,5.50194,156.14502,4.12E-09,4.21E-09
6000000.08,300,0.116,0.884,2.7839,160.48306,5.51E-09,4.91E-09
6000000.08,300,0.02,0.98,0.45884,164.01222,9.16E-10,4.94E-09
6000000.08,320,0.98,0.02,84.0298,8.68516,1.51E-08,1.90E-08
6000000.08,320,0.884,0.116,64.74948,43.76106,1.08E-08,1.00E-08
6000000.08,320,0.788,0.212,48.89058,70.8882,9.45E-09,9.14E-09
6000000.08,320,0.692,0.308,37.03778,90.84428,1.04E-08,5.97E-09
6000000.08,320,0.596,0.404,27.69576,106.29922,4.32E-09,8.21E-09
6000000.08,320,0.5,0.5,20.39304,119.02204,1.01E-08,7.40E-09
6000000.08,320,0.404,0.596,14.78004,128.03032,8.97E-09,7.09E-09
6000000.08,320,0.308,0.692,10.1592,135.98384,1.15E-08,7.09E-09
6000000.08,320,0.212,0.788,6.4681,141.67846,5.58E-09,6.31E-09
6000000.08,320,0.116,0.884,3.2737,147.35236,9.15E-09,6.46E-09
6000000.08,320,0.02,0.98,0.52084,152.17732,8.71E-10,6.38E-09
6000000.08,340,0.98,0.02,74.655,6.25866,1.42E-08,7.90E-09
6000000.08,340,0.884,0.116,60.27636,33.07282,1.19E-08,1.06E-08
6000000.08,340,0.788,0.212,47.97582,55.44124,8.28E-09,1.15E-08
6000000.08,340,0.692,0.308,37.90206,73.31092,1.32E-08,1.16E-08
6000000.08,340,0.596,0.404,29.13162,89.19578,1.14E-08,1.06E-08
6000000.08,340,0.5,0.5,21.96906,101.59716,8.89E-09,8.98E-09
6000000.08,340,0.404,0.596,16.18096,111.7628,9.71E-09,7.88E-09
6000000.08,340,0.308,0.692,11.37534,119.98992,5.10E-09,7.58E-09
6000000.08,340,0.212,0.788,7.20116,127.11768,9.45E-10,7.89E-09
6000000.08,340,0.116,0.884,3.6798,133.58344,7.49E-09,9.24E-09
6000000.08,340,0.02,0.98,0.5806,138.97734,6.08E-09,7.60E-09
6000000.08,360,0.98,0.02,66.06422,4.59218,1.97E-08,2.23E-08
6000000.08,360,0.884,0.116,55.09182,25.00044,1.47E-08,1.39E-08
6000000.08,360,0.788,0.212,45.35954,43.15792,1.53E-08,1.25E-08
6000000.08,360,0.692,0.308,36.85052,58.69072,1.26E-08,1.21E-08
6000000.08,360,0.596,0.404,29.24594,72.9974,1.19E-08,1.22E-08
6000000.08,360,0.5,0.5,22.7917,84.75548,1.16E-08,1.10E-08
6000000.08,360,0.404,0.596,16.98806,95.32378,1.32E-08,1.14E-08
6000000.08,360,0.308,0.692,12.12464,103.935,8.48E-09,9.53E-09
6000000.08,360,0.212,0.788,7.77222,111.99612,8.12E-09,1.04E-08
6000000.08,360,0.116,0.884,3.96414,119.31148,5.14E-09,1.02E-08
6000000.08,360,0.02,0.98,0.6521,124.73436,2.54E-09,9.03E-09
6000000.08,380,0.98,0.02,58.1526,3.49806,2.06E-08,1.20E-08
6000000.08,380,0.884,0.116,49.92912,19.25096,1.98E-08,1.17E-08
6000000.08,380,0.788,0.212,42.11348,33.91598,1.78E-08,1.22E-08
6000000.08,380,0.692,0.308,34.91544,47.26902,1.67E-08,1.56E-08
6000000.08,380,0.596,0.404,28.2687,59.30598,1.59E-08,1.25E-08
6000000.08,380,0.5,0.5,22.41382,70.41924,1.34E-08,1.22E-08
6000000.08,380,0.404,0.596,17.093,80.1776,1.52E-08,1.25E-08
6000000.08,380,0.308,0.692,12.30972,88.80382,9.43E-09,1.18E-08
6000000.08,380,0.212,0.788,8.0168,96.95926,1.45E-08,1.10E-08
6000000.08,380,0.116,0.884,4.1486,104.2387,7.10E-09,1.45E-08
6000000.08,380,0.02,0.98,0.68224,110.80992,1.28E-08,9.10E-09
6000000.08,400,0.98,0.02,51.32874,2.72256,2.11E-08,1.30E-08
6000000.08,400,0.884,0.116,44.59144,15.32396,2.44E-08,1.66E-08
6000000.08,400,0.788,0.212,38.25868,27.03642,1.89E-08,1.51E-08
6000000.08,400,0.692,0.308,32.2695,37.96238,1.25E-08,1.64E-08
6000000.08,400,0.596,0.404,26.66916,48.51984,2.07E-08,1.55E-08
6000000.08,400,0.5,0.5,21.387,58.22398,1.92E-08,1.16E-08
6000000.08,400,0.404,0.596,16.57356,66.88468,1.75E-08,1.31E-08
6000000.08,400,0.308,0.692,12.081,75.39842,1.21E-08,1.29E-08
6000000.08,400,0.212,0.788,7.95136,83.01056,1.32E-08,1.47E-08
6000000.08,400,0.116,0.884,4.17474,90.22816,2.13E-08,1.52E-08
6000000.08,400,0.02,0.98,0.6853,96.64312,1.67E-08,1.22E-08
7500000.075,200,0.98,0.02,117.60516,61.98724,1.58E-09,2.00E-09
7500000.075,200,0.884,0.116,59.44972,130.2101,1.27E-09,2.16E-09
7500000.075,200,0.788,0.212,38.95876,154.40142,7.65E-10,2.25E-09
7500000.075,200,0.692,0.308,29.0183,166.7369,1.65E-09,1.98E-09
7500000.075,200,0.596,0.404,25.49176,171.55644,1.13E-09,1.97E-09
7500000.075,200,0.5,0.5,21.33578,175.65362,1.03E-09,1.92E-09
7500000.075,200,0.404,0.596,17.75518,180.90688,1.31E-09,2.01E-09
7500000.075,200,0.308,0.692,14.48482,184.00854,2.21E-09,1.92E-09
7500000.075,200,0.212,0.788,11.95024,187.01038,1.12E-09,1.81E-09
7500000.075,200,0.116,0.884,7.28296,192.58842,1.20E-09,1.98E-09
7500000.075,200,0.02,0.98,1.66406,198.1905,4.62E-10,1.87E-09
7500000.075,220,0.98,0.02,113.25126,57.7547,2.87E-09,3.09E-09
7500000.075,220,0.884,0.116,50.3806,133.11508,1.84E-09,2.79E-09
7500000.075,220,0.788,0.212,39.32848,146.68384,1.77E-09,2.21E-09
7500000.075,220,0.692,0.308,31.42762,156.54302,2.12E-09,2.41E-09
7500000.075,220,0.596,0.404,26.67928,163.83356,1.85E-09,2.69E-09
7500000.075,220,0.5,0.5,23.53142,167.00762,1.66E-09,2.29E-09
7500000.075,220,0.404,0.596,19.12314,171.62676,1.77E-09,2.17E-09
7500000.075,220,0.308,0.692,15.34774,177.16536,1.87E-09,2.38E-09
7500000.075,220,0.212,0.788,11.6231,181.2999,2.02E-09,2.32E-09
7500000.075,220,0.116,0.884,7.02282,186.08062,2.25E-09,2.59E-09
7500000.075,220,0.02,0.98,1.27988,192.77368,5.16E-09,2.26E-09
7500000.075,240,0.98,0.02,115.32738,41.6225,3.56E-09,5.81E-09
7500000.075,240,0.884,0.116,53.61248,120.69442,3.43E-09,3.56E-09
7500000.075,240,0.788,0.212,32.20162,148.16688,2.15E-09,3.61E-09
7500000.075,240,0.692,0.308,26.1067,156.23528,2.39E-09,3.34E-09
7500000.075,240,0.596,0.404,25.45412,157.22428,2.50E-09,3.40E-09
7500000.075,240,0.5,0.5,22.60996,161.4074,2.41E-09,3.13E-09
7500000.075,240,0.404,0.596,19.73044,164.21414,2.92E-09,3.03E-09
7500000.075,240,0.308,0.692,16.29878,168.59694,1.96E-09,3.15E-09
7500000.075,240,0.212,0.788,12.0053,173.30952,2.53E-09,3.02E-09
7500000.075,240,0.116,0.884,6.77428,179.87044,1.74E-09,2.80E-09
7500000.075,240,0.02,0.98,1.34632,187.58454,5.91E-10,2.98E-09
7500000.075,260,0.98,0.02,114.07086,28.02332,5.97E-09,8.01E-09
7500000.075,260,0.884,0.116,61.44318,100.10274,3.98E-09,4.88E-09
7500000.075,260,0.788,0.212,38.56434,130.64696,2.55E-09,4.52E-09
7500000.075,260,0.692,0.308,25.8627,147.75314,3.00E-09,3.52E-09
7500000.075,260,0.596,0.404,19.6648,156.55474,2.71E-09,3.63E-09
7500000.075,260,0.5,0.5,16.86782,160.10208,4.63E-09,3.06E-09
7500000.075,260,0.404,0.596,17.78974,159.73074,2.09E-09,3.89E-09
7500000.075,260,0.308,0.692,14.91176,162.79508,2.78E-09,3.98E-09
7500000.075,260,0.212,0.788,11.06438,167.4919,3.00E-09,3.67E-09
7500000.075,260,0.116,0.884,6.5725,173.46608,1.17E-09,3.50E-09
7500000.075,260,0.02,0.98,1.23356,179.33032,1.02E-08,3.28E-09
7500000.075,280,0.98,0.02,107.67822,18.8551,7.45E-09,6.85E-09
7500000.075,280,0.884,0.116,67.23658,78.98716,5.12E-09,6.49E-09
7500000.075,280,0.788,0.212,44.26614,111.90052,6.50E-09,5.48E-09
7500000.075,280,0.692,0.308,30.81464,131.06424,4.13E-09,5.70E-09
7500000.075,280,0.596,0.404,22.1622,143.40212,4.46E-09,4.71E-09
7500000.075,280,0.5,0.5,16.76112,151.09508,4.67E-09,5.00E-09
7500000.075,280,0.404,0.596,12.2099,157.40554,3.84E-09,4.28E-09
7500000.075,280,0.308,0.692,9.49036,161.32216,4.58E-09,4.83E-09
7500000.075,280,0.212,0.788,9.18722,162.3787,3.15E-09,4.22E-09
7500000.075,280,0.116,0.884,5.87908,166.18616,7.03E-10,4.39E-09
7500000.075,280,0.02,0.98,1.12322,172.16774,2.58E-09,4.88E-09
7500000.075,300,0.98,0.02,99.38836,13.01956,1.27E-08,1.90E-08
7500000.075,300,0.884,0.116,69.41164,60.80182,8.86E-09,6.35E-09
7500000.075,300,0.788,0.212,49.4316,91.4168,4.70E-09,8.58E-09
7500000.075,300,0.692,0.308,35.41642,112.27528,6.78E-09,5.73E-09
7500000.075,300,0.596,0.404,25.7757,126.61928,6.26E-09,5.16E-09
7500000.075,300,0.5,0.5,18.89448,137.57252,7.06E-09,5.63E-09
7500000.075,300,0.404,0.596,13.65844,145.5077,3.94E-09,5.51E-09
7500000.075,300,0.308,0.692,9.62236,151.52218,6.07E-09,5.19E-09
7500000.075,300,0.212,0.788,6.15672,156.96502,4.94E-09,4.88E-09
7500000.075,300,0.116,0.884,3.31072,161.12746,3.03E-09,4.86E-09
7500000.075,300,0.02,0.98,0.8696,164.68256,5.35E-09,4.83E-09
7500000.075,320,0.98,0.02,90.31448,9.24634,1.22E-08,1.08E-08
7500000.075,320,0.884,0.116,68.28182,46.28574,1.01E-08,1.40E-08
7500000.075,320,0.788,0.212,51.53282,73.30816,8.86E-09,8.71E-09
7500000.075,320,0.692,0.308,38.92392,93.71416,6.73E-09,7.71E-09
7500000.075,320,0.596,0.404,29.13878,109.29906,5.07E-09,7.62E-09
7500000.075,320,0.5,0.5,21.47856,121.4007,7.78E-09,6.46E-09
7500000.075,320,0.404,0.596,15.46606,130.86712,5.86E-09,7.11E-09
7500000.075,320,0.308,0.692,10.86376,137.98526,6.16E-09,6.70E-09
7500000.075,320,0.212,0.788,6.83478,144.78212,2.63E-09,7.35E-09
7500000.075,320,0.116,0.884,3.52016,149.82228,2.50E-09,6.43E-09
7500000.075,320,0.02,0.98,0.57342,154.5724,2.10E-11,6.22E-09
7500000.075,340,0.98,0.02,81.16382,6.79084,1.77E-08,1.36E-08
7500000.075,340,0.884,0.116,64.88906,35.36754,1.40E-08,1.01E-08
7500000.075,340,0.788,0.212,51.49524,58.4781,1.13E-08,1.04E-08
7500000.075,340,0.692,0.308,39.97364,77.36882,1.03E-08,1.04E-08
7500000.075,340,0.596,0.404,30.74208,93.02454,1.06E-08,1.06E-08
7500000.075,340,0.5,0.5,23.47524,104.9523,6.00E-09,9.94E-09
7500000.075,340,0.404,0.596,17.24182,115.09852,3.89E-09,8.54E-09
7500000.075,340,0.308,0.692,11.96468,123.90526,7.40E-09,9.32E-09
7500000.075,340,0.212,0.788,7.6072,131.10354,9.04E-09,8.61E-09
7500000.075,340,0.116,0.884,3.86034,137.33796,4.43E-09,6.24E-09
7500000.075,340,0.02,0.98,0.62774,143.03576,1.58E-09,7.25E-09
7500000.075,360,0.98,0.02,72.52418,5.07594,1.88E-08,1.04E-08
7500000.075,360,0.884,0.116,60.15832,27.31596,1.67E-08,1.13E-08
7500000.075,360,0.788,0.212,49.13302,46.91412,1.64E-08,1.39E-08
7500000.075,360,0.692,0.308,39.67356,63.42626,1.38E-08,1.07E-08
7500000.075,360,0.596,0.404,31.3448,77.30178,8.74E-09,1.02E-08
7500000.075,360,0.5,0.5,24.10206,90.0268,1.10E-08,8.04E-09
7500000.075,360,0.404,0.596,17.96094,100.42862,8.03E-09,1.32E-08
7500000.075,360,0.308,0.692,12.68884,109.44024,7.67E-09,8.49E-09
7500000.075,360,0.212,0.788,8.22388,116.8657,1.08E-08,9.08E-09
7500000.075,360,0.116,0.884,4.21622,123.8019,1.37E-08,1.14E-08
7500000.075,360,0.02,0.98,0.68242,130.11328,1.59E-08,8.41E-09
7500000.075,380,0.98,0.02,64.91616,3.89632,2.30E-08,4.31E-08
7500000.075,380,0.884,0.116,55.1858,21.33116,1.61E-08,1.37E-08
7500000.075,380,0.788,0.212,46.11942,37.30996,1.48E-08,1.96E-08
7500000.075,380,0.692,0.308,37.93608,51.69384,1.34E-08,1.28E-08
7500000.075,380,0.596,0.404,30.63036,64.5312,1.45E-08,1.05E-08
7500000.075,380,0.5,0.5,24.18148,75.69578,1.24E-08,1.19E-08
7500000.075,380,0.404,0.596,18.27412,86.01354,7.09E-09,1.19E-08
7500000.075,380,0.308,0.692,13.11264,95.20074,6.57E-09,1.13E-08
7500000.075,380,0.212,0.788,8.55086,103.1873,1.93E-08,1.17E-08
7500000.075,380,0.116,0.884,4.3995,110.7255,1.47E-08,1.12E-08
7500000.075,380,0.02,0.98,0.7308,116.73408,2.02E-08,1.19E-08
7500000.075,400,0.98,0.02,58.08482,3.08706,1.82E-08,9.01E-09
7500000.075,400,0.884,0.116,50.21232,17.12184,1.71E-08,1.68E-08
7500000.075,400,0.788,0.212,42.61496,30.302,1.64E-08,1.54E-08
7500000.075,400,0.692,0.308,35.65368,42.43424,2.48E-08,1.47E-08
7500000.075,400,0.596,0.404,29.3672,53.4813,1.30E-08,1.49E-08
7500000.075,400,0.5,0.5,23.35652,63.96162,1.61E-08,1.42E-08
7500000.075,400,0.404,0.596,17.93798,73.76084,1.53E-08,1.18E-08
7500000.075,400,0.308,0.692,13.11082,82.06958,1.01E-08,1.16E-08
7500000.075,400,0.212,0.788,8.5705,89.83544,1.95E-08,1.40E-08
7500000.075,400,0.116,0.884,4.49214,97.19462,2.43E-09,1.31E-08
7500000.075,400,0.02,0.98,0.73982,103.96922,1.30E-08,1.41E-08
9000000.07,200,0.98,0.02,123.13142,56.49932,1.56E-09,1.96E-09
9000000.07,200,0.884,0.116,60.4331,129.03392,1.61E-09,1.89E-09
9000000.07,200,0.788,0.212,38.31348,155.93518,1.68E-09,2.20E-09
9000000.07,200,0.692,0.308,31.06728,163.38156,9.79E-10,2.32E-09
9000000.07,200,0.596,0.404,24.96274,171.93434,1.12E-09,1.98E-09
9000000.07,200,0.5,0.5,20.48606,177.66682,2.20E-09,1.83E-09
9000000.07,200,0.404,0.596,18.33944,179.61922,1.51E-09,1.87E-09
9000000.07,200,0.308,0.692,15.11968,183.68526,2.06E-09,1.95E-09
9000000.07,200,0.212,0.788,10.97876,187.82072,1.66E-09,2.08E-09
9000000.07,200,0.116,0.884,7.02426,193.35528,1.20E-09,1.98E-09
9000000.07,200,0.02,0.98,1.61368,198.16782,3.07E-11,1.75E-09
9000000.07,220,0.98,0.02,120.93406,49.23946,2.80E-09,2.75E-09
9000000.07,220,0.884,0.116,60.46134,121.45,2.48E-09,2.55E-09
9000000.07,220,0.788,0.212,42.5813,143.80936,1.98E-09,2.55E-09
9000000.07,220,0.692,0.308,33.91294,153.99278,1.78E-09,2.54E-09
9000000.07,220,0.596,0.404,28.98176,159.09666,2.04E-09,2.67E-09
9000000.07,220,0.5,0.5,24.46196,165.6516,1.96E-09,2.43E-09
9000000.07,220,0.404,0.596,19.54278,172.25586,1.21E-09,2.04E-09
9000000.07,220,0.308,0.692,15.48094,176.8623,1.36E-09,2.43E-09
9000000.07,220,0.212,0.788,11.6797,181.722,1.60E-09,2.35E-09
9000000.07,220,0.116,0.884,7.09176,186.94944,1.82E-09,2.65E-09
9000000.07,220,0.02,0.98,1.47918,192.73262,3.55E-09,2.57E-09
9000000.07,240,0.98,0.02,119.35562,38.83426,4.14E-09,4.27E-09
9000000.07,240,0.884,0.116,58.99486,114.82972,2.52E-09,3.44E-09
9000000.07,240,0.788,0.212,39.5249,138.86754,2.48E-09,3.98E-09
9000000.07,240,0.692,0.308,31.95852,148.72444,2.00E-09,3.38E-09
9000000.07,240,0.596,0.404,27.58418,155.16658,2.54E-09,2.80E-09
9000000.07,240,0.5,0.5,24.4942,158.97634,1.70E-09,3.24E-09
9000000.07,240,0.404,0.596,20.742,163.2194,2.20E-09,2.93E-09
9000000.07,240,0.308,0.692,15.65782,169.18914,2.46E-09,2.97E-09
9000000.07,240,0.212,0.788,11.80938,174.1158,1.50E-09,3.00E-09
9000000.07,240,0.116,0.884,7.19912,179.69348,1.74E-09,3.10E-09
9000000.07,240,0.02,0.98,1.32674,186.00516,2.68E-09,2.96E-09
9000000.07,260,0.98,0.02,117.48582,26.90948,5.85E-09,6.36E-09
9000000.07,260,0.884,0.116,64.52414,98.04816,3.40E-09,4.13E-09
9000000.07,260,0.788,0.212,42.45134,127.06526,3.93E-09,3.90E-09
9000000.07,260,0.692,0.308,29.94448,143.4492,3.40E-09,3.70E-09
9000000.07,260,0.596,0.404,24.09028,151.18236,2.53E-09,3.85E-09
9000000.07,260,0.5,0.5,21.52344,155.2748,3.51E-09,3.62E-09
9000000.07,260,0.404,0.596,18.83856,158.52888,3.11E-09,3.15E-09
9000000.07,260,0.308,0.692,15.28738,163.16872,2.62E-09,3.94E-09
9000000.07,260,0.212,0.788,11.51344,167.05444,1.74E-09,3.86E-09
9000000.07,260,0.116,0.884,6.5424,173.50224,1.97E-09,3.51E-09
9000000.07,260,0.02,0.98,1.2467,179.16536,2.28E-09,4.10E-09
9000000.07,280,0.98,0.02,111.1379,18.956,7.98E-09,6.73E-09
9000000.07,280,0.884,0.116,70.16894,77.84066,5.40E-09,5.50E-09
9000000.07,280,0.788,0.212,47.39562,109.7335,3.33E-09,4.96E-09
9000000.07,280,0.692,0.308,33.0185,129.51718,4.55E-09,4.85E-09
9000000.07,280,0.596,0.404,24.69822,141.72726,3.91E-09,4.46E-09
9000000.07,280,0.5,0.5,18.47382,150.1368,4.75E-09,4.36E-09
9000000.07,280,0.404,0.596,14.5171,155.53958,3.66E-09,4.17E-09
9000000.07,280,0.308,0.692,12.77586,158.14586,1.30E-09,3.77E-09
9000000.07,280,0.212,0.788,10.26514,161.0461,3.65E-09,4.13E-09
9000000.07,280,0.116,0.884,6.25126,166.236,4.64E-09,4.77E-09
9000000.07,280,0.02,0.98,1.13426,172.91018,2.68E-09,4.59E-09
9000000.07,300,0.98,0.02,103.69692,13.2971,1.01E-08,1.27E-08
9000000.07,300,0.884,0.116,72.21004,61.39398,8.49E-09,8.89E-09
9000000.07,300,0.788,0.212,51.45718,91.79392,7.68E-09,7.02E-09
9000000.07,300,0.692,0.308,37.55458,112.43862,5.69E-09,7.46E-09
9000000.07,300,0.596,0.404,27.79452,126.48122,6.24E-09,5.92E-09
9000000.07,300,0.5,0.5,20.39536,137.22592,5.51E-09,5.80E-09
9000000.07,300,0.404,0.596,14.92804,145.20514,2.79E-09,5.08E-09
9000000.07,300,0.308,0.692,10.71478,151.37996,4.49E-09,5.61E-09
9000000.07,300,0.212,0.788,7.20946,156.7393,5.30E-09,5.96E-09
9000000.07,300,0.116,0.884,4.75178,159.84702,4.38E-09,5.04E-09
9000000.07,300,0.02,0.98,0.98518,165.0053,2.23E-09,4.88E-09
9000000.07,320,0.98,0.02,95.04196,9.63254,1.23E-08,1.11E-08
9000000.07,320,0.884,0.116,71.51582,47.4108,1.08E-08,1.23E-08
9000000.07,320,0.788,0.212,53.87694,75.17992,7.75E-09,9.89E-09
9000000.07,320,0.692,0.308,40.4582,95.58112,8.32E-09,6.62E-09
9000000.07,320,0.596,0.404,30.56194,110.80186,9.56E-09,8.02E-09
9000000.07,320,0.5,0.5,22.47644,123.4155,7.83E-09,6.86E-09
9000000.07,320,0.404,0.596,16.54286,131.77046,9.23E-09,5.50E-09
9000000.07,320,0.308,0.692,11.52592,139.61028,5.12E-09,5.85E-09
9000000.07,320,0.212,0.788,7.4891,146.02524,7.85E-09,5.97E-09
9000000.07,320,0.116,0.884,3.85218,151.32584,1.22E-08,5.81E-09
9000000.07,320,0.02,0.98,0.6627,156.40284,1.26E-08,5.53E-09
9000000.07,340,0.98,0.02,86.31212,7.19796,1.37E-08,1.28E-08
9000000.07,340,0.884,0.116,68.6707,36.8778,1.09E-08,1.40E-08
9000000.07,340,0.788,0.212,53.93278,60.881,1.12E-08,9.64E-09
9000000.07,340,0.692,0.308,41.95968,80.01586,8.89E-09,1.22E-08
9000000.07,340,0.596,0.404,32.23754,95.40616,1.33E-08,9.06E-09
9000000.07,340,0.5,0.5,24.407,107.80538,9.13E-09,8.75E-09
9000000.07,340,0.404,0.596,17.90186,118.05084,8.62E-09,7.31E-09
9000000.07,340,0.308,0.692,12.6794,126.3507,4.72E-09,8.65E-09
9000000.07,340,0.212,0.788,8.04362,133.6707,9.74E-09,7.11E-09
